File1,File2,sentence,sentiment,topic
,,Giáo viên không thực sự quan tâm đến sự phát triển cá nhân của sinh viên.,negative,curriculum
,,Giáo viên của tôi giúp sinh viên biết cách đưa ra các quyết định chiến lược để phát triển doanh nghiệp.,positive,lecturer
,,Giảng viên này rất giỏi về chuyên môn và cách phân tích.,neutral,lecturer
,,Nấm là chương trình học tốt nhất mà tôi từng được tham gia.,neutral,curriculum
,,"Em rất tin tưởng vào chị ấy, vì sự chuyên nghiệp và khả năng giúp đỡ những người xung quanh.",positive,others
,,Thầy này tạo ra một môi trường học tập kích thích đam mê và cảm hứng cho học sinh.,positive,lecturer
,,Chương trình học cung cấp các kỹ năng và kiến thức để đáp ứng nhu cầu của xã hội.,neutral,curriculum
,,Giảng viên này không đưa ra nhiều ví dụ để minh họa.,negative,lecturer
,,"Các phòng giảng đường của trường rất rộng rãi và thoáng mát, giúp cho sinh viên có thể theo dõi các bài giảng được diễn ra một cách dễ dàng và hiệu quả.",positive,facility
,,Cô giáo rất nhiệt tình và chuyên nghiệp.,neutral,others
,,"Hệ thống giảng dạy và đào tạo tại trường rất chuyên nghiệp và hiệu quả, giúp cho sinh viên có thể phát triển và trưởng thành một cách toàn diện nhất.",positive,facility
,,Thầy rất thông minh và có khả năng giải thích một cách dễ hiểu cho học sinh.,positive,lecturer
,,Điều hòa mát lạnh,neutral,facility
,,Họ rất nhiệt tình và đam mê với công việc của mình.,neutral,others
,,"Tôi rất thích các hoạt động âm nhạc và văn hoá tại trường, giúp tôi thăng hoa trong học tập.",positive,facility
,,Cô ấy là một người rất nhạy cảm và luôn lắng nghe ý kiến của người khác.,neutral,others
,,The curriculum provides opportunities for personal growth and development.,neutral,curriculum
,,"Anh ấy là một người trưởng nhóm đa tài, tận tâm và có tinh thần trách nhiệm cao.",positive,others
,,Bạn của tôi là người rất trung thành và luôn giữ lời hứa của mình.,positive,others
,,Bộ môn được xây dựng với nhiều chuyên ngành khác nhau.,neutral,curriculum
,,"Đặc biệt, trường rất chú trọng đến việc đảm bảo an ninh cho sinh viên.",neutral,facility
,,Giảng viên này luôn mỉa mai và chỉ trích chúng tôi đến nỗi tôi chả muốn đến lớp nữa.,negative,lecturer
,,Lớp học này thật sự là một môi trường học tập thân thiện và năng động.,positive,lecturer
,,"Thầy không chú trọng đến việc phát triển các kỹ năng mềm như kỹ năng giao tiếp, kỹ năng làm việc nhóm...",negative,lecturer
,,"Trường có các chương trình ngoại khóa hấp dẫn, giúp sinh viên phát triển các kỹ năng mềm và tìm kiếm những trải nghiệm mới mẻ.",positive,facility
,,Bạn ấy không thể kiểm soát hành động của mình và thường làm hại đến những người khác.,negative,others
,,Thầy giúp học sinh rèn luyện và phát triển kỹ năng của mình.,positive,lecturer
,,Nhiều bạn có tính đồng tình cao độ với các chủ đề được bàn luận trong lớp.,neutral,others
,,"Trường cung cấp đầy đủ các hoạt động ngoại khóa cho sinh viên, giúp tôi rèn luyện kỹ năng thực tế và kết nối với các bạn đồng trang lứa.",positive,facility
,,Khóa học này quá khô khan và khó hiểu.,negative,curriculum
,,Cô giáo rất giỏi tiếng Anh.,neutral,others
,,Giảng viên này sử dụng rất nhiều tài liệu đa dạng để giảng dạy chủ đề.,neutral,lecturer
,,Học phần quá khô khan và không đáp ứng được sự quan tâm và hứng thú của sinh viên.,negative,curriculum
,,Anh/chị giúp em nâng cao kỹ năng mềm và làm chủ cuộc sống hơn.,positive,others
,,Thầy rất tư vấn và hướng dẫn sinh viên trong việc nghiên cứu.,positive,lecturer
,,"Sổ đăng ký môn học tổ chức rất tốt, giúp sinh viên tiện lợi.",positive,curriculum
,,Cô ấy không sáng tạo và không có ý tưởng mới trong các dự án của nhóm.,negative,others
,,Giảng viên đã truyền đạt tri thức một cách rõ ràng và dễ hiểu.,neutral,lecturer
,,Anh ấy luôn tìm cách tránh trách nhiệm và không chịu chấp nhận sai lầm của mình.,negative,others
,,Cô ấy luôn luôn có tinh thần trách nhiệm và thực hiện công việc một cách đúng đắn.,neutral,others
,,Các điểm truy cập trang web của trường bị chậm và không đáp ứng nhanh chóng.,negative,facility
,,Thầy cô luôn chuẩn bị tốt cho bài giảng và hướng dẫn cụ thể cho sinh viên trong từng bài giảng.,neutral,lecturer
,,Tôi cảm thấy được đánh giá công bằng và khuyến khích ở trong học tập.,positive,curriculum
,,Thiếu sự phân phối và đánh giá chính xác điểm số.,negative,curriculum
,,Giáo viên rất sáng tạo trong việc truyền đạt kiến thức và đầy đủ năng lượng dạy học.,positive,curriculum
,,Chương trình học giúp tôi phát triển kỹ năng làm việc trong môi trường đa dạng và đa văn hóa.,positive,curriculum
,,Môn học trong chương trình đào tạo hỗ trợ tôi trong quá trình tìm kiếm việc làm sau khi tốt nghiệp.,neutral,curriculum
,,Họ có tài năng và khả năng làm việc nhóm tốt.,neutral,others
,,"Chương trình học quá khó, sinh viên không thể tiếp cận được kiến thức.",negative,curriculum
,,Bạn đó quá thận trọng và không đưa ra quyết định dứt khoát.,negative,others
,,Giảng viên đưa ra phản hồi nhanh chóng và chính xác đối với bài tập và bài kiểm tra.,neutral,lecturer
,,Sự cởi mở và sẵn sàng lắng nghe phản hồi từ sinh viên.,positive,curriculum
,,Anh ta luôn gây rối và thiếu tôn trọng giáo viên.,negative,others
,,Các phòng học của trường không được đủ sáng và mát mẻ vào mùa hè.,negative,facility
,,Tôi cảm thấy may mắn khi có cơ hội được học tập tại đại học này.,positive,curriculum
,,"Vệ sinh tại trường không được bảo trì đúng cách, khiến cho môi trường tại trường trở nên bẩn thỉu.",negative,facility
,,Tôi thích giáo viên này vì ông ấy thường xuyên tạo ra các hoạt động giải trí để làm cho bài giảng thêm sinh động.,neutral,lecturer
,,Anh/chị giảng viên luôn tạo cảm giác tin tưởng và an yên cho chúng em.,positive,lecturer
,,Khóa học không cung cấp đầy đủ kỹ năng mềm.,negative,curriculum
,,Các phòng học bị ồn ào bởi tiếng động từ bên ngoài.,negative,facility
,,Anh/chị giảng viên thường xuyên tổ chức các hoạt động tương tác để đánh thức sự chủ động và sáng tạo của sinh viên.,positive,lecturer
,,Học tập ở đây giúp tôi có nhiều kinh nghiệm và kỹ năng tuyệt vời.,positive,curriculum
,,Cô giáo đánh giá học sinh khách quan và đúng sự thật.,neutral,lecturer
,,Thầy giảng dạy rất có tác phong và năng lực quản trị.,neutral,lecturer
,,Họ là một người có kiến thức rộng và luôn có ý tưởng mới trong việc giải quyết vấn đề.,neutral,others
,,Giáo trình không đồng nhất giữa các ngành và khoa.,negative,curriculum
,,"Hệ thống thư viện tại trường đầy đủ tài liệu và sách vở, giúp cho sinh viên có thể tìm kiếm và tìm thấy được thông tin, tri thức một cách dễ dàng và nhanh chóng.",positive,facility
,,Những người này không có tinh thần hợp tác và chỉ tố cáo những người khác.,negative,others
,,The course content is presented in an engaging and interactive way.,neutral,curriculum
,,Cô ấy là một người rất tận tâm và luôn đem lại những lợi ích tốt nhất cho nhóm và giáo viên.,positive,others
,,Các dịch vụ y tế trong trường rất tốt và hiệu quả.,neutral,facility
,,Phòng hội thảo của trường quá nhỏ và chật hẹp.,negative,facility
,,Anh bạn tôi rất chủ động và có khả năng giải quyết vấn đề tốt.,positive,others
,,Giáo trình cần cập nhật nhiều hơn để phù hợp với nội dung mới trong ngành.,neutral,curriculum
,,Giảng viên đã giúp tôi hiểu được nhiều kiến thức mới một cách nhanh nhạy.,neutral,lecturer
,,Thầy giáo của tôi rất tâm huyết và luôn cố gắng giúp đỡ học sinh có kết quả tốt.,positive,others
,,Anh ta là một người thông minh và có khả năng giải quyết vấn đề tốt.,neutral,others
,,Thầy giảng rất nghiêm túc và chuyên nghiệp.,positive,lecturer
,,Tôi rất quý trọng việc được học tại một trường có tầm nhìn lớn và khát khao phát triển mạnh mẽ.,positive,curriculum
,,Giảng viên rất khó chịu và trả lời email của tôi rất bất lịch sự,negative,lecturer
,,Anh/chị giảng viên luôn nỗ lực để đem lại những kiến thức mới nhất đến cho chúng em.,positive,lecturer
,,Thời lượng chương trình học quá dài và không cần thiết.,negative,curriculum
,,"Được tham gia nhiều hoạt động ngoại khóa và các sự kiện thực tế, giúp tôi phát triển kỹ năng giao tiếp và quản lý thời gian.",positive,curriculum
,,"Cậu ấy là một người rất năng động và tràn đầy năng lượng, khiến mọi người xung quanh cũng nhiệt tình hơn.",positive,others
,,Tôi đánh giá rất cao phong cách giảng dạy của giảng viên này.,neutral,lecturer
,,Trường cung cấp nhiều loại hình thức học tập cho ấn tượng sinh viên.,neutral,facility
,,I appreciate the mix of theoretical and practical applications in the curriculum.,neutral,curriculum
,,Các hoạt động ngoại khóa liên quan đến ngành học của tôi giúp tôi áp dụng kiến thức học được vào thực tế một cách hiệu quả.,positive,curriculum
,,Thường xuyên bị mất dữ liệu các dự án khi sử dụng máy tính trong thư viện.,negative,facility
,,"Cô ấy là một người giám đốc tài ba, có khả năng lãnh đạo tốt và đưa đội nhóm đến thành công.",positive,others
,,Trường chưa đầu tư đủ để mở rộng khuôn viên trường và cải cách cơ sở vật chất.,negative,facility
