,sentiment,content
38808,happiness,Good Morning Everyone
38810,sadness,2 days after #all4web ...i'm still tired
38812,happiness,Enjoyed the new Star Trek movie last night.  I want to see it again!    Up and ready to work... on SUNDAY!  BLAH!
38817,happiness,Senior ball was hella fun!!!  good night!!!
38826,happiness,@danielradcliffe Nice to see you tweeting!  It's Sunday 10th May and we're celebrating Mother's Day here today. So be nice to yer Mom
38827,happiness,Just got home from another wonderful night
38828,happiness,@devyra haha i love both of them too  hmm.. lol i'm in need of some good bands too
38831,happiness,just made a South-Korean email pal. Happy!
38832,happiness,Happy mother's day to all moms!
38837,happiness,"Nighty night, ya'll!    Tweet Dreams!"
38838,happiness,@snarkattack kicking it incredibly old-schoolï¿½ I whole-heartedly approved
38839,sadness,"@MiaLotta why do u feel shit? Nerves? I tripped over that plastic telescope at 6:40 am yesty, I fell into the wall my head still hurts"
38843,happiness,Good Morning! Looking Forward To Listening To THE PRODIGY On Radio 1 Big Weekend.  Brought Their Album Yesterday!! =P AMAIZE Tbqh. x
38844,sadness,Forgive me good lord for this time I /knew/ wat am I doing.. Except the mighty oracle just didn't *&amp;@#ing care to fully support UnixODBC.
38846,happiness,good morning  finally a day of sunshine for my summer hol!  away to watch the footie in the sun  x
38847,happiness,in Singapore! its so warm over here! Having a blast already
38852,happiness,Hello everyone im just sitting here rocking out to 9412 sam on the air The best classic rock station on twitter here
38855,happiness,"@LeoWolfe Haha! Night man, and no, but Im sure I'll meet her again in my lifetime, in fact I will...no doubt about it."
38858,happiness,support @jessicastrust trust and honor all your moms!  support #matternal health. happy moms day:  http://bit.ly/Bpekk
38859,happiness,Just like the old days  drinkin at the old spot .
38860,happiness,"@cydonian why? i enjoy fancy meals on my own smtimes, thr's joy in solitude, u can REALLY enjoy the food &amp; it's lk a date with the world"
38868,happiness,@beautyholic woohoooo ;) to BOTH! retail therapy and surprise visits  two things i love.
38871,happiness,http://twitpic.com/4wt8a - pretty damn good friday night
38875,sadness,Today I'm lonley girl with a guitar
38876,happiness,Just got home from another amazing night
38878,happiness,Gloomy day can't stop my bliss.  I hope Ronaldo will score in derby match today.
38879,happiness,@wow_its_sarah Congrats Sarah!!!!! thats awsum
38885,happiness,ok peeps have good morning I'm going to bed   @ClickedApps hit me up later
38889,happiness,@11hunabku11 Swine Flu victims unite  http://oinkflu.info
38890,happiness,@dahntay OMG that dunk on Dampier was MASSIVE! Big ups!!! Love it...
38895,happiness,partying in the study room
38906,happiness,On the way to see my grandparents
38907,happiness,"@RobM67 I just retweeted your jesus post as it made me laugh... don't worry, wasn't a subliminal code"
38908,happiness,"Just taking my dad in law for a Sunday stroll down Old Leigh  a beautiful morning, say Hi to Morris LOL  http://twitpic.com/4wt8k"
38913,happiness,Hurray for old friends with beer and lady friends!!!!
38914,happiness,hope schools gonna be good tomorrow
38917,happiness,@BrookeAmanda YEP  it'll be awesome to the max =] haha
38921,happiness,Went to a Muslim marriage for the first time in my life. Came back with my stomach full of tasty briyani. Really like it very much.
38923,sadness,@sassij Or he's gonna chop you up into tiny bits - one of the two
38932,happiness,@paigeebaby hahahah lols you have fun with that aye  i had the div too ) the experience but i love my spongebob ) (L)
38936,happiness,"Hey, hey, happy mother's day!  http://plurk.com/p/svwii"
38941,happiness,"Yummy, 2 tacos at Jack In the Box"
38942,happiness,@quicheismadness  thanks for following!  pretty complicated id you have there lol
38943,happiness,Great exercise for a Sunday morning: &quot;stopping the wheel of karma&quot; (R.A.W.) and transforming negativity into love... Life!
38944,happiness,"@howie_d  I'm really happy for u n leigh  thnx for sharing this happiness with us, this means the world to us all!  love ya! Marta"
38948,happiness,"Up,dressed, and out the house for 11 am on a Sunday. Off to see the fishy fishys"
38957,happiness,Happy Mother's Day
38968,happiness,Good morning to the world. Hope everyone is ok
38972,happiness,Lan Poker is so much fun!!!!  Someone help me remember ki compre chal raha hai abhi!!!!
38980,happiness,@Elliot79 I don't think I can bear such cuteness this early in the day! Kudos to Fair Empress
38986,happiness,has just discovered a great site!
38994,happiness,it's nice to see my #euruko pictures (http://twurl.cc/xd1) on the big screen during a conference break
38995,happiness,"I'm eating and chatting on my computer.. Really bored! -_- I think I'm going to have some tea, HAHA.  Listning to 80's music! WOOHO &lt;3"
38997,happiness,@vixx1983 haha so the whole worlds there then lol
39001,sadness,@Malarkey ok point taken.  I'll tell my team to stop our cynical championing of standards. Active-X is far better anyway
39002,happiness,"On the home stretch now, by Friday night I'll be piss drunk and finished my exams!"
39003,sadness,unfortunately people at work let me down so I am now having a bad morning! it's official... but revenge is a dish best served cold
39007,happiness,"@_anh Hmm, tasty!  Going to have curry rice with peas probably. ;)"
39008,happiness,"alright, rawknroll.net live on radio23.org - next 2 hours of vivid spring to summer music  rawk on and enjoy!"
39016,happiness,Just found out I'll be a Food Engineer in a future life. Cool. *iPhone app called Afterlife
39017,happiness,going shopping with my mammyy.... my makeup and face are being generally quite nice to me today
39020,happiness,likes heavenly blushhhh
39021,happiness,@SherriEShepherd Hey Sherri! Thanx 4 da messages Wondering if u could follow me? Plzzzz
39022,happiness,"@f2point4 oh, that is very nice!! I will do something nice next week ~ going to Madrid next weekend for few days"
39024,happiness,@rudedoodle thankyou
39029,happiness,Almost ready to leave the house to head to WTHR!
39032,happiness,"Good morning, to all the mommies happy mothers day.  Now I am off the pull the cats tail.  I know she likes it"
39033,happiness,@AndreaKoeln I listen it right now - so much fun!!!  No I just have to get it somehow
39034,sadness,Just came home from my sister where I spent the night
39042,happiness,@itsonlywords You're welcome!
39051,happiness,finally home  crazy party 2nite! thanks @jacksterlope 4 driving me home!
39056,happiness,is very shocked and feeling sick... but happy all the same
39062,happiness,like why the fuck am i still up...maybe because im drunk as hell and had a great time tonight..shit was crazy
39065,happiness,I wish  I could choose what bands played trash on june 20th...hmmm!!!
39074,happiness,My Rishloves make me smile: @rishlooband ...
39083,happiness,@ROAR_Fear_Me Doing very well thank you very much - spending a lot of time behind the PC but with a focus and determination
39084,sadness,@simbaaa @mahimaaa SORRY! I couldn't help it. 'Twas to try and get if on the trending topics.
39086,happiness,Hoedown throwdown- all I can say is... I'm getting there!
39098,happiness,Good morning! Driving to work
39108,happiness,Good morning everybody !!
39109,happiness,@decadentdecay Chica! Two more days!  I want the US Elle too.
39110,happiness,"@LucyKD lmao, im only joking mate"
39115,happiness,"Oh, I've just watched the third episode of JONAS, it's awesome."
39122,happiness,Off to have a sumptuous Mexican meal!
39123,happiness,@davidleibrandt good to know you had fun
39127,sadness,@courtpet oh sweet! I'll definitely check it out when I get the chance...
39139,sadness,if you hit a car .. u should leave a note http://bit.ly/P274B  but yea put whatever u want on the note
39142,happiness,early morning golf on a sunny day
39143,happiness,@ManBag79 awww I love me some charlies  we are enjoying some lucky food LOL
39146,happiness,couldn't resist ? http://blip.fm/~5z7v3
39150,happiness,Happy Mothers Day!!!!
39152,happiness,"&quot;Viewers of my LinkedIn profiel also viewed Barack Obama, Francisco van Jole and Erwin Blom.&quot; I'm in good company."
39154,sadness,"Rove Live in 3 mins, kinda excited."
39156,happiness,"@MissxMarisa hahaha, it's *massive* compared to the others!! you're so sweet Scenie"
39166,happiness,"@Swedish_em I'm ok I guess. talking to - biiip - right now, or..on sms. haha well, how are you?"
39171,happiness,@Nemitabbah HAHAHAHA...yeah you mess up that crossing and kneeling bit you will get called out...JOKING
39173,happiness,@moodleman somehow I am going to have to figure out how to come to Sydney one day
39177,sadness,@iamhenrymorgan my screen is covered with BLUR ...  how's ya day been kiddo ?
39178,happiness,"@MandyBookLover Same here, having a nice, quiet Sunday"
39182,sadness,shower time
39184,happiness,"Had a great night, ashleigh makes a good dance teacher  And we kicked Bens butt at a pillow fight!"
39186,happiness,"ahh, juz got a new Rapidshare account that lasts till Oct 09. 10gb download limit daily"
39191,happiness,"Enjoying a great buffet brunch at Friends &amp; Bachus on St. Marks Road. The food, service &amp; ambience get a 4.0/5.0 Definitely coming back"
39193,happiness,yeah .... just bought tickets for Pearl Jam in August
39204,happiness,"@urfavoritegrl i'm sure you're sleeping, but you'll have to tell me your favorite part tomorrow. i laughed pretty much the whole time."
39219,happiness,Happy Mothers Day to all my fellow mums - have a great day - mine will be spent in my garden with all of my family
39221,happiness,@andrew1913 theme tune? Your robin I'm BATMAN!
39227,happiness,@pretentiousgit what a cute dog
39229,happiness,try to play John Travolta's &quot;Grease Lightning&quot; bassline.. it's cool
39230,happiness,@hollymcombsbr somehow i cant reply to your message LOL and yes i know  Thank youuu
39235,happiness,our south style exhibition is on in less than a week  member fresh gallery otara!
39236,happiness,Did it!!  back in pakistan! - http://bkite.com/07kBP
39239,happiness,@chriscuzzy ...Now I'm going back to bed. LOL. Enjoy your time at the gym. I'll be sleeping.
39240,happiness,@HelloLizzi oh hahah thats ok then
39246,happiness,hmm icecream for breakfast  #springtime
39252,happiness,"I say &quot;oh man..&quot; jovani asks, &quot;did you just call me an old man?&quot; haha"
39254,happiness,@jordanknight Please wish your wife Evelyn a Happy Mother's Day for me and tell her I hope that she has a wonderful day. Spoil her today.
39259,happiness,"@rehabc give him a gift voucher for something like shoppers' stop or something. that's as good as cash. unless he's immigrating, that is!"
39262,happiness,We have tons of updates including pics of Rob from yesterday. Check them out  www.robsessedpattinson.com
39270,happiness,morning darlin' @DaHilster Hope you're feelin' tip-top  ? http://blip.fm/~5z7zs
39272,happiness,http://pic.gd/fad84c One Sunday night at Helsinki. We hadn't drink anything... xD yeah RIGHT!
39273,happiness,@xo_nessa Hiyaaa hannah asked me if i wanted to come to Girls Aloud  i wil see if i can skank some money somwhere is it ï¿½33 you need?
39276,happiness,"@Vitriol_: &quot;@lordmitchnz  Good evening, kind sir *bows*&quot; ? http://blip.fm/~5z7zv"
39283,happiness,"@cybercabz i'll take a lookie, sound great"
39290,happiness,@aussieboby i like it    #masterchef
39292,happiness,"@sevenspiral no worries, good news are good to spread"
39296,happiness,morning im up and ready weeee its a sunday
39297,happiness,@therealjspace *bows* glad to be of service
39305,happiness,happy mothers day to all moms out there!!
39306,happiness,Just finished my 1st new song !!!  Soon on Youtube !  Keeping you updated !
